id,name,host_id,host_name,neighbourhood,room_type,latitude,longitude,price,minimum_nights,availability_365,calculated_host_listings_count,number_of_reviews,number_of_reviews_ltm,reviews_per_month,last_review,host_response_rate,review_scores_rating,area_category,covid_period
24883237,"50mbpsWiFi, 24Hr Mart Downstair,Skytrain1min,BITEC",126203566,Tiya,Bang Na,Entire home/apt,13.66801,100.60481,1114,2,306,2,49,7,0.87,2022-12-04,100.0,4.91,Middle City,Recovery Period
24886024,The entire two bedroom  near skytrain @metropark,104122286,Laksanara,Phasi Charoen,Entire home/apt,13.70964,100.45102,1000,20,302,9,47,1,0.91,2022-08-23,0.0,0.0,Middle City,Recovery Period
24886074,Sarin Place Suite,11221480,Weerakorn,Chatu Chak,Entire home/apt,13.83009,100.56354,1054,28,0,6,7,0,0.12,2018-09-07,100.0,5.0,Inner City,Pre-COVID
24891178,Easiest access room close to BTS station,13758927,Nuthapol,Khlong Toei,Private room,13.72327,100.5712,3050,1,180,1,4,0,0.07,2018-08-09,0.0,4.5,Inner City,Pre-COVID
24895023,旅途中的家,188219608,Tianhao,Phra Khanong,Shared room,13.68739,100.61776,13000,1,180,1,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
24898622,Aspire Ratchada-Wongsawang,110449636,Kanokporn,Bang Sue,Private room,13.82006,100.53338,650,1,168,1,1,0,0.02,2018-09-06,0.0,0.0,Inner City,Pre-COVID
25185474,Near Khao San Road only 10 mins New cozy room /303,45355435,Karn,Bangkok Noi,Hotel room,13.77531,100.47612,625,1,136,1,2,0,0.04,2018-06-16,100.0,2.5,Inner City,Pre-COVID
25191127,"Cozy , Clean & Budget in Quiet Area of Bangkok",190062176,Ratikorn,Phasi Charoen,Entire home/apt,13.73882,100.44939,650,2,89,1,15,0,0.28,2020-02-05,0.0,4.47,Middle City,Pre-COVID
24900784,Shop and Stay / Fully Kitchenette Apartment 38sqm,185307119,Manatcha,Vadhana,Hotel room,13.73032,100.57238,6579,1,0,2,1,0,0.02,2019-03-29,0.0,4.0,Middle City,Pre-COVID
24900825,A Charming Suite/Fully kitchenette 54sqm,185307119,Manatcha,Vadhana,Hotel room,13.7324,100.57216,7329,1,0,2,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
24903389,Modern Suite 52sqm/3Min to Sky Train(Nana Station),378180502,Panitchaya,Khlong Toei,Hotel room,13.73911,100.55377,7628,1,0,22,2,0,0.04,2018-12-28,0.0,0.0,Inner City,Pre-COVID
25429707,Clean Check-in My Hostel (Private 4 beds),51074483,Nuttawut,Ratchathewi,Private room,13.75115,100.52767,300000,1,365,5,1,0,0.02,2019-02-10,0.0,5.0,Inner City,Pre-COVID
25431936,Breezy Condo Next To St Food&Night Life: VI,49539775,Max,Vadhana,Entire home/apt,13.74703,100.55898,1000,30,68,36,122,17,2.25,2022-10-09,100.0,4.8,Middle City,Recovery Period
25192685,"FREE PICK-UP ※ 3-min ASOK Skytrain, Netflix, Pool",30386490,N'Dee,Vadhana,Entire home/apt,13.73671,100.56266,5114,1,188,23,135,20,2.41,2022-12-26,100.0,4.75,Middle City,Recovery Period
25194208,The best room n clean  @ Chatujak station,190370477,Jin,Chatu Chak,Private room,13.79753,100.55608,3200,7,270,1,3,0,0.05,2018-07-20,0.0,4.67,Inner City,Pre-COVID
25432174,P&R Residence Superior01,70413,Patiyuth,Bang Rak,Private room,13.72835,100.51439,1150,30,127,3,3,0,0.07,2019-12-29,0.0,4.33,Inner City,Pre-COVID
25196542,"New deco n perfect std 4 couple @Sathorn, Chan Rd",71444803,Tuk,Yan na wa,Entire home/apt,13.70511,100.53521,3500,2,365,4,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25434238,Comfy Check-in My Hostel (Private 2 beds-deluxe),51074483,Nuttawut,Ratchathewi,Private room,13.75098,100.52924,300000,1,365,5,6,0,0.12,2019-07-09,0.0,4.83,Inner City,Pre-COVID
25434663,Comfy Check-in My Hostel (Private 3 beds),51074483,Nuttawut,Ratchathewi,Private room,13.74978,100.52896,300000,1,365,5,2,0,0.04,2019-12-29,0.0,5.0,Inner City,Pre-COVID
25199247,"L30 - Stylish 1 BR with Sky Pool, Sukhumvit BTS!",123828822,Sara,Khlong Toei,Entire home/apt,13.71,100.59421,1300,25,140,22,35,7,0.63,2022-12-03,100.0,4.88,Inner City,Recovery Period
25201759,BTS Bang Wa Station 2000 feets Room 105,58085894,Thap,Phasi Charoen,Private room,13.723,100.44893,650,1,365,3,1,0,0.02,2019-07-05,0.0,4.0,Middle City,Pre-COVID
25435163,Newly Built Modern 3-Bedroom Villa wt Private Pool,25823150,Sumana,Lat Phrao,Entire home/apt,13.80186,100.61327,15831,3,360,1,8,0,0.16,2020-03-04,100.0,5.0,Middle City,During COVID
25436163,P&R Residence DeluxeDouble01,70413,Patiyuth,Bang Rak,Private room,13.72836,100.51439,1300,30,86,3,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
24912040,"Near thonglor,night life + trendy modern",56923341,Lau,Vadhana,Entire home/apt,13.74315,100.58194,1199,3,168,1,2,0,0.04,2018-08-10,0.0,0.0,Middle City,Pre-COVID
24912379,Квартира в стиле Хай-Тек 2 спальны,183942666,Albina,Bangkok Yai,Entire home/apt,13.73133,100.46712,9217,1,180,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25215723,Four Sisters Homestay :Family Room/China town/BKK,190519081,Nissorn,Samphanthawong,Private room,13.73171,100.51288,750,1,364,5,1,0,0.03,2019-12-23,0.0,0.0,Inner City,Pre-COVID
24921168,"Luxury resort for golfers, 5 min to golf courses",38031353,Teerawat,Khlong Sam Wa,Private room,13.83926,100.6917,2900,2,365,3,0,0,0.0,1970-01-01,0.0,0.0,Outer City,Pre-COVID
25438511,P&R Residence DeluxeTwin01,70413,Patiyuth,Bang Rak,Private room,13.72831,100.51438,1189,30,87,3,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25216011,Four Sisters Homestay :Family Room/China town/BKK,190519081,Nissorn,Samphanthawong,Private room,13.73255,100.51481,1050,1,358,5,6,0,0.11,2019-04-17,0.0,0.0,Inner City,Pre-COVID
25216560,Four Sisters Homestay:Dorm Bed 3 ft/China town-BKK,190519081,Nissorn,Samphanthawong,Shared room,13.73127,100.5132,350,1,365,5,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25216749,Four Sisters Homestay:Dorm Bed 5 ft/China town-BKK,190519081,Nissorn,Samphanthawong,Shared room,13.73138,100.51276,500,1,365,5,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25220529,No.4 Duplex Lounge 5m to BTS Asoke for Frns&Family,106351343,Cornerstone,Khlong Toei,Entire home/apt,13.73365,100.56437,6031,1,305,4,48,11,0.92,2022-12-05,100.0,4.61,Inner City,Recovery Period
25264305,YOUR ! safe place. 5min from Airport. 5 star rated,181653171,Dennis,Lat Krabang,Private room,13.71979,100.77729,650,1,74,1,133,16,2.41,2022-12-23,100.0,4.87,Outer City,Recovery Period
24922363,AVANI Deluxe Room - Excluded Breakfast - Comfort with modern amenities - Self controlled air-conditioning - 40” LCD TV - Rain Shower,187647176,Grand Mercure Bangkok Atrium,Huai Khwang,Hotel room,13.74819,100.56948,4540,1,0,11,1,0,0.02,2018-06-22,0.0,0.0,Inner City,Pre-COVID
25266121,3 BD - Luxury Thai Pool Villa in Sukumvit 24,8336931,Tontrakun,Khlong Toei,Entire home/apt,13.72076,100.56511,17886,365,341,3,41,6,0.74,2022-10-31,100.0,4.55,Inner City,Recovery Period
24922381,AVANI Deluxe Room with Breakfast - Comfort with modern amenities - Self controlled air-conditioning - 40” LCD TV - Rain Shower,187647176,Grand Mercure Bangkok Atrium,Huai Khwang,Hotel room,13.74807,100.57058,5246,1,0,11,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
24922436,AVANI Premier Room with Breakfast - Comfort with modern amenities - Self controlled air-conditioning - 40” LCD TV - Shower over bath,187647176,Grand Mercure Bangkok Atrium,Huai Khwang,Hotel room,13.74788,100.57111,4775,1,0,11,4,0,0.07,2018-11-10,0.0,0.0,Inner City,Pre-COVID
24922455,AVANI Premier Room - Excluded Breakfast - Comfort with modern amenities - Self controlled air-conditioning - 40” LCD TV - Shower over bath,187647176,Grand Mercure Bangkok Atrium,Huai Khwang,Hotel room,13.74777,100.56944,4069,1,0,11,1,0,0.02,2018-06-24,0.0,0.0,Inner City,Pre-COVID
25981545,Service apartment #suite room near MRT Huai Khwang,159375409,Mok,Huai Khwang,Private room,13.7691,100.58184,1850,1,118,13,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25981890,❤  CBD Rachaprasong Shopping | 100m BTS Ploenchit,95548084,Mod Apiluk,Vadhana,Entire home/apt,13.74499,100.55079,3500,1,172,25,112,9,2.03,2022-10-17,100.0,4.58,Middle City,Recovery Period
25982098,The Half Moon No.2 - WiFi+MRT(near Chatuchak),62029943,Alilada,Bang Sue,Entire home/apt,13.81765,100.53252,1500,30,363,2,77,0,1.55,2020-03-02,0.0,4.81,Inner City,During COVID
25440550,1 Comfortable and Luxury BedRoom @BTS Ratchadamri,159724797,กุลกัญญา,Parthum Wan,Private room,13.74022,100.54035,3000,30,362,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25444219,限时特价步行可达EK，碧亚威试管医院，全新高品质一室一厅 822,119203329,Leona,Huai Khwang,Entire home/apt,13.75554,100.57617,900,30,10,20,111,1,1.99,2022-06-17,0.0,0.0,Inner City,Recovery Period
25445663,Tadchakorn room in srivara mansion2,192063755,Thadchakorn,Huai Khwang,Private room,13.77918,100.57445,989,1,87,1,0,0,0.0,1970-01-01,100.0,0.0,Inner City,Pre-COVID
25462240,suites room 4 persons 1.5 km. From MRT Huai Khwang,159375409,Mok,Huai Khwang,Private room,13.77057,100.58375,2650,1,118,13,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25297102,2 Bedroom Apartment in Old town Bangkok (Max. 5pp),32113789,Chaninthorn,Pom Prap Sattru Phai,Entire home/apt,13.75061,100.51141,2100,2,127,3,18,4,0.33,2022-12-06,100.0,4.92,Inner City,Recovery Period
25305365,Private Modern Living Top View BKK #2@ Bangson MRT,33648272,Jeenie,Bang Sue,Entire home/apt,13.82326,100.53257,1200,28,0,22,28,0,0.51,2020-08-15,100.0,4.71,Inner City,During COVID
25327105,2 BR near BTS and MRT (116 SQM) 中文服务,109763351,Apirak,Don Mueang,Private room,13.93335,100.56812,4000,2,364,4,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25983985,竹 レジデンス Japanese room 1Br 162m BTS Thonglor-Ekmai,119275447,Takeshi,Khlong Toei,Entire home/apt,13.7206,100.58358,10900,3,87,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25984958,"Studio,5min walk Skytrain Asoke,WiFi,Terminal21",24021888,Maitria Hotel Sukhumvit 18,Khlong Toei,Private room,13.73236,100.56338,4871,1,364,12,1,0,0.02,2019-01-06,0.0,0.0,Inner City,Pre-COVID
25329891,Studio Superior- Hotel Right next to BTS Station Sukhumvit Line,30650587,Pheeraphat,Phra Khanong,Hotel room,13.69844,100.60339,2000,1,365,2,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25472861,"Bunker, the anonymous studio: convenience in style",117247424,Banjapat,Bang Rak,Entire home/apt,13.72604,100.53111,1200,1,69,2,56,20,1.01,2022-12-09,100.0,4.71,Inner City,Recovery Period
25329915,One-bedroom Suite:Hotel Right next to BTS Station,30650587,Pheeraphat,Phra Khanong,Hotel room,13.69893,100.60499,2500,1,365,2,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25333810,Double D (Large Double with Sofa),157714185,สุวรรณา,Bangkok Noi,Private room,13.75035,100.47082,950,1,180,6,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25473006,"R1 ★Stylist House★1m to Airp train, 5m to Platinum",192217276,Pratunam Design,Ratchathewi,Entire home/apt,13.75447,100.54225,3792,1,253,9,128,34,2.3,2022-12-07,100.0,4.54,Inner City,Recovery Period
25474019,"R3 ★Ultra Modern★ 1m to Airp train, 5m to Platinum",192217276,Pratunam Design,Ratchathewi,Entire home/apt,13.75447,100.54225,2039,1,252,9,114,31,2.04,2022-11-23,100.0,4.4,Inner City,Recovery Period
25474788,★ PRATUNAM | MODERN ROOM | 1 MIN WALK TO TRAIN,192217276,Pratunam Design,Ratchathewi,Entire home/apt,13.75447,100.54225,2416,1,260,9,94,24,1.69,2022-11-30,100.0,4.44,Inner City,Recovery Period
25354105,2Br 53Sq.m. Riverview Sukhumvit BTS Bitec Bangna,15623592,Patanida,Bang Na,Entire home/apt,13.67424,100.60168,1400,30,143,1,10,3,0.18,2022-12-11,100.0,4.88,Middle City,Recovery Period
25987858,Avatar Suites by Axis,195340331,Ashish,Vadhana,Entire home/apt,13.74468,100.55657,5727,1,362,2,3,1,0.07,2022-12-25,100.0,4.25,Middle City,Recovery Period
25995569,Eliodelray,195382292,Sittipong,Phra Khanong,Private room,13.68511,100.60414,486,180,365,1,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25356630,"Close to JJ Market, BTS and MRT (231 SQM) 中文服务",109763351,Apirak,Phaya Thai,Private room,13.79512,100.55354,5500,2,362,4,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25998585,3-bedroom 220m2 apartment near Emporium Complex,171082741,Wiset,Vadhana,Entire home/apt,13.74215,100.56927,9999,2,176,22,0,0,0.0,1970-01-01,100.0,0.0,Middle City,Pre-COVID
25478075,Private Town-House Sanctuary 15 mins from Thonglor,22683700,Pj,Suanluang,Entire home/apt,13.73601,100.61572,1834,365,365,1,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25358257,Located within 400 m. of JJ Market (171SQM) 中文服务,109763351,Apirak,Phaya Thai,Private room,13.7957,100.55299,7000,2,364,4,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25358983,2Bed2BathApt/River view/BTS Surasak/Sathorn/Silom,191486232,Apiradee,Bang Rak,Entire home/apt,13.71951,100.51949,935,30,120,2,14,4,0.28,2022-10-17,100.0,4.77,Inner City,Recovery Period
25999354,Cozy apartment Riverside | private for family,114172815,Sunisa,Yan na wa,Private room,13.67923,100.52621,3500,1,364,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25359296,131 SQM 2BR apartment near Chatuchak market 中文服务,109763351,Apirak,Chatu Chak,Private room,13.79662,100.55317,4000,2,364,4,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25363374,Citrus 11 : Cozy Room only near BTS Nana,378180502,Panitchaya,Vadhana,Hotel room,13.74483,100.55543,3428,1,0,22,2,0,0.04,2018-12-28,0.0,5.0,Middle City,Pre-COVID
25364669,No.3 Duplex lounge 5m to BTS Asoke for Frns&Family,106351343,Cornerstone,Khlong Toei,Private room,13.73342,100.56263,2700,1,323,4,14,1,0.27,2022-12-10,100.0,4.61,Inner City,Recovery Period
25364884,"Super Low Price精装套房可提供中文咨询,让您無障碍畅游泰国",102842852,Taco,Phra Khanong,Entire home/apt,13.70341,100.60313,2900,1,364,3,35,0,0.64,2020-03-04,0.0,0.0,Middle City,During COVID
25382918,Near MRT wongsawang,191559670,Chin,Bang Sue,Private room,13.8283,100.52833,1000,2,78,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26017477,6 minutes to Siam Square with Bangkok Skyline view,192978480,Givezy,Ratchathewi,Entire home/apt,13.75228,100.53385,964,90,213,1,5,0,0.1,2020-04-19,100.0,5.0,Inner City,During COVID
26019914,Top View BKK Modern Living #1 @ Bangson  MRT,33648272,Jeenie,Bang Sue,Entire home/apt,13.82335,100.53269,1200,1,0,22,56,0,1.02,2020-04-16,100.0,4.73,Inner City,During COVID
26039562,"Great price, 100m Short walk to BTS, Why stay far?",95548084,Mod Apiluk,Parthum Wan,Entire home/apt,13.7438,100.54967,3743,1,176,25,118,1,2.15,2022-02-12,100.0,4.48,Inner City,Recovery Period
25479408,Subnaidin Coconut Farm - Coconut House,138912570,Supansa,Phasi Charoen,Entire home/apt,13.72161,100.4583,2190,1,173,2,1,0,0.03,2019-12-14,0.0,5.0,Middle City,Pre-COVID
25491603,"""Mi-Wood"" Cosy home@ASOK & 8min Walk to MRT QSNCC",13513301,Xin,Khlong Toei,Entire home/apt,13.724496,100.563232,1430,4,13,1,73,11,1.33,2022-11-25,0.0,0.0,Inner City,Recovery Period
25491845,ฺBangkok Sanookdee (room for 2),187263616,Noparat,Khlong San,Hotel room,13.72314,100.50341,683,1,252,5,6,1,0.11,2022-05-22,100.0,4.86,Inner City,Recovery Period
25493646,Riverfront Residence Bangkok River view (2BR),100104168,Riverfront,Yan na wa,Private room,13.67304,100.54466,4726,1,363,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25498625,Near MRT Wongsawang,191559670,Chin,Bang Sue,Private room,13.82742,100.52856,950,2,78,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25382964,曼谷市中心汇狂地铁出口5分钟 华人高评价必住民宿 建兴酒家 曼谷最大火车夜市 代购按摩街自由行首选4,105689479,Taosiam,Huai Khwang,Private room,13.78081,100.57589,600,1,102,34,49,0,0.88,2020-02-15,100.0,4.76,Inner City,Pre-COVID
25407754,Great location/MRT/Airport Link/RCA/Train Market,191786769,Jidapa,Huai Khwang,Entire home/apt,13.75321,100.5924,1732,1,89,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25503732,Bambino House  Cafe No1,126414281,Wipa,Bangkok Noi,Private room,13.746086155864893,100.4695251578162,590,2,365,3,0,0,0.0,1970-01-01,100.0,5.0,Inner City,Pre-COVID
25511389,Adore Home,192514590,Yearramai,Bang Khen,Entire home/apt,13.86677,100.66315,2118,30,89,1,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
25522757,"H2 ★Designer Room★ 1m to BTS, 5m to Siam, MBK",171252861,Siam Nitra,Ratchathewi,Entire home/apt,13.74969,100.53102,2290,1,344,8,27,7,0.51,2022-11-07,100.0,4.62,Inner City,Recovery Period
25522759,"★ SPECIAL DISCOUNT ★ 1m to BTS, 5m to Siam, MBK",171252861,Siam Nitra,Ratchathewi,Entire home/apt,13.74969,100.53102,2490,1,331,8,17,3,0.32,2022-12-12,100.0,4.69,Inner City,Recovery Period
25522780,"H4 ★ Designer Room★ 1m to BTS, 5m to Siam, MBK",171252861,Siam Nitra,Ratchathewi,Entire home/apt,13.74969,100.53102,2690,1,320,8,46,5,0.87,2022-11-28,100.0,4.47,Inner City,Recovery Period
25523792,1 BR Service Apt.  (5 mins to Emquartier/BTS),132758342,Mo,Khlong Toei,Entire home/apt,13.72704,100.57166,1600,2,247,10,42,11,0.84,2022-12-25,100.0,4.91,Inner City,Recovery Period
25524379,Cozy and Convenient Downtown Apartment,36360449,Phongsiri,Khlong Toei,Entire home/apt,13.72224,100.55982,1800,15,181,2,0,0,0.0,1970-01-01,100.0,0.0,Inner City,Pre-COVID
26043475,Private Home - with local family of 3!,195738421,Alisa,Chatu Chak,Private room,13.83266,100.5721,4071,1,178,1,8,0,0.15,2019-05-27,0.0,5.0,Inner City,Pre-COVID
26045746,H condo Sukumvit,160691786,Pimonchanok,Vadhana,Entire home/apt,13.73337,100.57309,4000,1,365,1,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
26050356,Service apartment 1.5 km Subway Huai Khwang,159375409,Mok,Huai Khwang,Private room,13.77074,100.58324,798,1,118,13,1,0,0.02,2019-01-01,0.0,4.0,Inner City,Pre-COVID
25407755,"Great location 2 Bed 2 Bath, 5 mins walk to MRT",191787163,Ataya,Din Daeng,Entire home/apt,13.79727,100.57235,2770,1,180,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25421225,★BTS Mochit★MRT/VVIPGarden/JJ Market/5Star/Pool,121366207,Lily,Chatu Chak,Entire home/apt,13.8059,100.55543,1479,20,312,2,19,0,0.35,2020-06-26,100.0,4.69,Inner City,During COVID
25525957,Modern 2-BR duplex in the heart of Bangkok,437555,Venussa,Sathon,Entire home/apt,13.71975,100.532,15000,1,365,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25422981,Bangkok Local and cosy for budget traveller,43615744,Ranida,Suanluang,Private room,13.73423,100.63027,550,1,179,1,2,0,0.04,2019-12-15,0.0,0.0,Middle City,Pre-COVID
25526549,Superview2bedrooms63sqLuxuryCondo/PoolGymBTS:OnNut,178038733,Yang,Vadhana,Entire home/apt,13.71336,100.59951,1399,30,51,1,100,10,1.81,2022-11-30,100.0,4.91,Middle City,Recovery Period
25548273,"2Houses+10Bed+10Bath, Daily Cleaning, Free Pick Up",6906718,Anne Araya,Phra Khanong,Entire home/apt,13.6988,100.60699,18000,1,302,25,3,0,0.06,2020-01-28,100.0,5.0,Middle City,Pre-COVID
25551778,Double Room Best Location in Old town+Breakfast,14391623,Sasi,Phra Nakhon,Hotel room,13.74779,100.49878,980,1,306,24,83,6,1.5,2022-12-11,100.0,4.67,Inner City,Recovery Period
25426658,Bangkae 30sqm Near the Shopping Malll,64508602,Thanapoj,Bang Khae,Entire home/apt,13.70959,100.40833,571,2,130,4,12,3,0.24,2022-11-16,90.0,4.19,Middle City,Recovery Period
25428278,Compact and functional room service,81290019,Pornpen,Bang Khen,Private room,13.86561,100.61749,850,1,361,1,1,0,0.02,2018-09-16,0.0,5.0,Middle City,Pre-COVID
25552894,Private 4 Bed Dorm in Silom with shared bathroom,16210515,Vice,Bang Rak,Private room,13.72389,100.52235,1400,1,365,5,1,0,0.03,2020-01-01,0.0,0.0,Inner City,Pre-COVID
25562943,Service Apartment 1.5 km. MRT Huai Khwang,159375409,Mok,Huai Khwang,Private room,13.7696,100.58279,690,1,118,13,4,0,0.07,2019-01-14,0.0,4.5,Inner City,Pre-COVID
25570470,chill window room 1.5 km. From tourist main center,150831380,Slalee,Phra Nakhon,Private room,13.76404,100.50232,506,2,308,1,80,34,1.47,2022-12-12,100.0,4.76,Inner City,Recovery Period
26064778,Yuo3Condo,187752366,Veekrit Anan,Chatu Chak,Private room,13.8366,100.58767,2000,2,180,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26066199,Service Apartment 1.5 km. From Huai Khwang MRT,159375409,Mok,Huai Khwang,Private room,13.76873,100.58396,650,1,118,13,1,0,0.02,2019-02-10,0.0,5.0,Inner City,Pre-COVID
26067757,Deluxe Double/ Twin,31210981,Petcharee,Khlong Toei,Private room,13.73883,100.55791,2000,1,351,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26070261,"Budget Room for 2-4 persons, 2min to MRT",21970931,Nui,Bang Sue,Entire home/apt,13.81975,100.5297,741,5,139,22,84,23,1.56,2022-11-25,100.0,4.8,Inner City,Recovery Period
26513589,"Convenient, peaceful and friendly the prime11.",35047481,สุวิมล,Vadhana,Private room,13.74416,100.55753,1780,30,332,2,3,3,0.33,2022-10-26,0.0,0.0,Middle City,Recovery Period
26080024,400 m. from MRT Huaykwang to Chateau intowncollage,73243021,Natthavat,Din Daeng,Private room,13.78336,100.57158,899,1,169,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
25592377,"Happy Condo Ratchada18,Studio Room",179047788,Miki,Huai Khwang,Private room,13.76812,100.57554,8000,1,180,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26519546,สบาย68 หอพักหญิง ลาดพร้าว 64 ติดถนนใหญ่ลาดพร้าว,116772868,Naraksak,Wang Thong Lang,Private room,13.78341,100.61394,2500,1,364,1,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
26085209,You3Condo,187752366,Veekrit Anan,Chatu Chak,Private room,13.8329,100.56707,1490,2,179,2,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26539602,Holiday home Monthly stay,12687499,Tenny,Suanluang,Entire home/apt,13.74493,100.62957,2800,7,0,1,9,0,0.17,2020-01-09,0.0,4.89,Middle City,Pre-COVID
26543269,AN ABSOLUTELY LUXURIOUS STAY,199613318,Roberto,Khlong Toei,Entire home/apt,13.73804,100.55404,1990,1,180,1,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26090078,"1 Bedroom, BTS Phrom Phong, Sukhumvit",21191904,Pu,Khlong Toei,Entire home/apt,13.72632,100.56459,1223,30,333,2,16,6,0.33,2022-12-20,0.0,5.0,Inner City,Recovery Period
26099418,An oasis in Sukhummvit. Easy access to sky train,25448793,Jo,Phra Khanong,Entire home/apt,13.68632,100.60494,990,4,55,2,4,1,0.08,2022-11-25,0.0,4.0,Middle City,Recovery Period
26104132,Executive King Room 7 mins from MRT 欢迎入住,176154635,The Mini R Ratchada,Din Daeng,Private room,13.77323,100.573,1500,1,121,3,0,0,0.0,1970-01-01,0.0,0.0,Inner City,Pre-COVID
26544331,Skyline Room Only,187647176,Grand Mercure Bangkok Atrium,Vadhana,Hotel room,13.74637,100.56932,4305,1,0,11,0,0,0.0,1970-01-01,0.0,0.0,Middle City,Pre-COVID
26550365,Zee Thai Hostel Khaosan:Private Room Double bed 18,123827255,Zee Thai,Phra Nakhon,Private room,13.76289,100.50448,543,1,0,18,3,0,0.06,2019-09-23,99.0,4.0,Inner City,Pre-COVID
26550582,Zee Thai Hostel Khaosan:Private Room Double bed 19,123827255,Zee Thai,Phra Nakhon,Hotel room,13.76478,100.50247,557,1,0,18,42,2,0.79,2022-08-29,99.0,4.62,Inner City,Recovery Period
26550729,Zee Thai Hostel Khaosan:Private Room Double bed 20,123827255,Zee Thai,Phra Nakhon,Hotel room,13.76298,100.50433,543,1,0,18,32,2,0.6,2022-10-07,99.0,4.67,Inner City,Recovery Period
26550975,Zee Thai Hostel Khaosan:Private Room Double bed 21,123827255,Zee Thai,Phra Nakhon,Private room,13.76308,100.50362,557,1,0,18,4,0,0.08,2019-11-02,99.0,4.64,Inner City,Pre-COVID
26551095,Zee Thai Hostel Khaosan:Private Room Double bed 22,123827255,Zee Thai,Phra Nakhon,Private room,13.76416,100.50225,557,1,0,18,3,0,0.06,2020-02-18,99.0,4.43,Inner City,Pre-COVID
26551234,Zee Thai Hostel Khaosan:Private Room Double bed 23,123827255,Zee Thai,Phra Nakhon,Private room,13.76493,100.50254,557,1,0,18,5,0,0.11,2019-12-29,99.0,4.75,Inner City,Pre-COVID
26551348,Zee Thai Hostel Khaosan:Private Room Double bed 24,123827255,Zee Thai,Phra Nakhon,Private room,13.7635,100.50248,557,1,0,18,33,9,0.66,2022-09-05,99.0,4.6,Inner City,Recovery Period
26579726,120sqm. cozy family 2Bedroom near Central Bangna,9197687,Athipat,Bang Na,Entire home/apt,13.672964096069336,100.63434600830078,2400,7,159,1,4,2,0.08,2022-08-12,100.0,4.92,Middle City,Recovery Period
26580265,"A2.5 Family room in Pratunam mkt, Nr Platinum mall",199865430,Anny,Ratchathewi,Private room,13.755,100.53919,1550,2,325,1,76,17,1.41,2022-12-28,100.0,4.82,Inner City,Recovery Period
26111700,Whole House/3BR/BRT/Free WiFi&Housekeeping,14460407,Pichai,Bang Kho laen,Entire home/apt,13.68981,100.49931,6500,1,365,1,1,0,0.02,2019-01-01,0.0,0.0,Inner City,Pre-COVID
26121134,The Orientale | Double Deluxe | Foody | 500m MRT,196132720,The Orientale,Samphanthawong,Hotel room,13.73817,100.51302,1593,1,346,4,35,0,0.65,2021-04-07,100.0,4.57,Inner City,During COVID
